C101,25,0,0.0,729, 331
C101,25,1,0.25,729, 328
C101,25,1,0.5,729, 327
C101,25,3,0.25,729, 328
C101,25,3,0.5,729, 327
C101,25,5,0.25,729, 328
C101,25,5,0.5,729, 327
C102,25,0,0.0,729, 475
C102,25,1,0.25,729, 472
C102,25,1,0.5,729, 471
C102,25,3,0.25,729, 472
C102,25,3,0.5,729, 471
C102,25,5,0.25,729, 472
C102,25,5,0.5,729, 471
C103,25,0,0.0,729, 569
C103,25,1,0.25,729, 568
C103,25,1,0.5,729, 567
C103,25,3,0.25,729, 568
C103,25,3,0.5,729, 567
C103,25,5,0.25,729, 568
C103,25,5,0.5,729, 567
C104,25,0,0.0,729, 604
C104,25,1,0.25,729, 603
C104,25,1,0.5,729, 603
C104,25,3,0.25,729, 603
C104,25,3,0.5,729, 603
C104,25,5,0.25,729, 603
C104,25,5,0.5,729, 603
C105,25,0,0.0,729, 356
C105,25,1,0.25,729, 354
C105,25,1,0.5,729, 352
C105,25,3,0.25,729, 354
C105,25,3,0.5,729, 352
C105,25,5,0.25,729, 354
C105,25,5,0.5,729, 352
C106,25,0,0.0,729, 333
C106,25,1,0.25,729, 329
C106,25,1,0.5,729, 329
C106,25,3,0.25,729, 329
C106,25,3,0.5,729, 329
C106,25,5,0.25,729, 329
C106,25,5,0.5,729, 329
C107,25,0,0.0,729, 379
C107,25,1,0.25,729, 378
C107,25,1,0.5,729, 378
C107,25,3,0.25,729, 378
C107,25,3,0.5,729, 378
C107,25,5,0.25,729, 378
C107,25,5,0.5,729, 378
C108,25,0,0.0,729, 432
C108,25,1,0.25,729, 431
C108,25,1,0.5,729, 427
C108,25,3,0.25,729, 431
C108,25,3,0.5,729, 427
C108,25,5,0.25,729, 431
C108,25,5,0.5,729, 427
C109,25,0,0.0,729, 482
C109,25,1,0.25,729, 481
C109,25,1,0.5,729, 481
C109,25,3,0.25,729, 481
C109,25,3,0.5,729, 481
C109,25,5,0.25,729, 481
C109,25,5,0.5,729, 481
C201,25,0,0.0,729, 353
C201,25,1,0.25,729, 353
C201,25,1,0.5,729, 353
C201,25,3,0.25,729, 353
C201,25,3,0.5,729, 353
C201,25,5,0.25,729, 353
C201,25,5,0.5,729, 353
C202,25,0,0.0,729, 498
C202,25,1,0.25,729, 498
C202,25,1,0.5,729, 498
C202,25,3,0.25,729, 498
C202,25,3,0.5,729, 498
C202,25,5,0.25,729, 498
C202,25,5,0.5,729, 498
C203,25,0,0.0,729, 584
C203,25,1,0.25,729, 584
C203,25,1,0.5,729, 584
C203,25,3,0.25,729, 584
C203,25,3,0.5,729, 584
C203,25,5,0.25,729, 584
C203,25,5,0.5,729, 584
C204,25,0,0.0,729, 622
C204,25,1,0.25,729, 622
C204,25,1,0.5,729, 622
C204,25,3,0.25,729, 622
C204,25,3,0.5,729, 622
C204,25,5,0.25,729, 622
C204,25,5,0.5,729, 622
C205,25,0,0.0,729, 393
C205,25,1,0.25,729, 391
C205,25,1,0.5,729, 391
C205,25,3,0.25,729, 391
C205,25,3,0.5,729, 391
C205,25,5,0.25,729, 391
C205,25,5,0.5,729, 391
C206,25,0,0.0,729, 415
C206,25,1,0.25,729, 415
C206,25,1,0.5,729, 414
C206,25,3,0.25,729, 415
C206,25,3,0.5,729, 414
C206,25,5,0.25,729, 415
C206,25,5,0.5,729, 414
C207,25,0,0.0,729, 464
C207,25,1,0.25,729, 464
C207,25,1,0.5,729, 464
C207,25,3,0.25,729, 464
C207,25,3,0.5,729, 464
C207,25,5,0.25,729, 464
C207,25,5,0.5,729, 464
C208,25,0,0.0,729, 438
C208,25,1,0.25,729, 438
C208,25,1,0.5,729, 438
C208,25,3,0.25,729, 438
C208,25,3,0.5,729, 438
C208,25,5,0.25,729, 438
C208,25,5,0.5,729, 438
R101,25,0,0.0,729, 231
R101,25,1,0.25,729, 210
R101,25,1,0.5,729, 188
R101,25,3,0.25,729, 210
R101,25,3,0.5,729, 188
R101,25,5,0.25,729, 210
R101,25,5,0.5,729, 188
R102,25,0,0.0,729, 415
R102,25,1,0.25,729, 396
R102,25,1,0.5,729, 374
R102,25,3,0.25,729, 396
R102,25,3,0.5,729, 374
R102,25,5,0.25,729, 396
R102,25,5,0.5,729, 374
R103,25,0,0.0,729, 518
R103,25,1,0.25,729, 500
R103,25,1,0.5,729, 485
R103,25,3,0.25,729, 500
R103,25,3,0.5,729, 485
R103,25,5,0.25,729, 500
R103,25,5,0.5,729, 485
R104,25,0,0.0,729, 571
R104,25,1,0.25,729, 558
R104,25,1,0.5,729, 546
R104,25,3,0.25,729, 558
R104,25,3,0.5,729, 546
R104,25,5,0.25,729, 558
R104,25,5,0.5,729, 546
R105,25,0,0.0,729, 300
R105,25,1,0.25,729, 282
R105,25,1,0.5,729, 244
R105,25,3,0.25,729, 282
R105,25,3,0.5,729, 244
R105,25,5,0.25,729, 282
R105,25,5,0.5,729, 244
R106,25,0,0.0,729, 460
R106,25,1,0.25,729, 441
R106,25,1,0.5,729, 418
R106,25,3,0.25,729, 441
R106,25,3,0.5,729, 418
R106,25,5,0.25,729, 441
R106,25,5,0.5,729, 418
R107,25,0,0.0,729, 548
R107,25,1,0.25,729, 527
R107,25,1,0.5,729, 506
R107,25,3,0.25,729, 527
R107,25,3,0.5,729, 506
R107,25,5,0.25,729, 527
R107,25,5,0.5,729, 506
R108,25,0,0.0,729, 591
R108,25,1,0.25,729, 575
R108,25,1,0.5,729, 560
R108,25,3,0.25,729, 575
R108,25,3,0.5,729, 560
R108,25,5,0.25,729, 575
